,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A1064,A,B,-,A,A,A,-,B,-,-,B,-,B,-,B,-,B,-,B,B,-,-,-,B,-,-,-,-,B,B,B,B,-,-,A,-,-,B,B,-,-,A,B,B,-,B,B,-,B,-,A,B,-,A,B,-,-,-,A,-,B,A,A,-,A,B,-,B,-,-,A,B,-,-,B,B,-,B,B,-,B,-,A,-,B,-,-,-,A,A,-,A,-,-,-,B,-,-,-,B,-,-,B,-,-,-,B,-,A,-,A,-,-,-,B,A,-,A,-,A,-,-,B,-,-,A,-,A,-,-,-,-,-,-,-,-,B,-,B,-,B,-,-,B,-,-,A,A,-,A,A,-,-,-,-,B,B,B,-,-,-,A,-,B,-,-,-,-,A,A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,A,B,A,-,-,-,-,-,-,A,-,-,B,-,B,-,A,-,-,-,B,-,-,-,-,-,B,-,-,-,-,B,-,-,-,B,A,-,-,-,-,-,-,-,-,-,-,-,-,B,A,-,-,-,-,-,-,-,-,-,A,B,-,-,-,-,A,-,B,-,-,-
A1065,A,B,-,A,-,A,-,A,-,-,-,-,B,-,B,-,B,-,A,B,-,-,-,-,-,-,-,-,B,A,B,-,-,-,-,-,-,B,B,-,-,A,-,-,-,B,A,-,B,-,A,B,-,-,-,-,-,-,A,-,-,A,A,-,A,B,-,B,-,-,A,A,-,-,B,-,-,B,B,-,A,-,-,-,B,-,-,-,-,A,-,A,-,-,-,B,-,-,-,B,-,-,B,-,-,-,B,-,A,-,A,-,-,-,B,A,-,A,-,A,-,-,B,-,-,A,-,A,-,-,-,-,-,-,-,-,B,-,B,-,B,-,-,B,-,-,A,A,-,A,A,-,-,-,-,B,B,B,-,-,-,A,-,B,-,-,-,-,A,A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,A,B,A,-,-,-,-,-,-,A,-,-,B,-,B,-,A,-,-,-,A,-,-,-,-,-,B,-,-,-,-,-,-,-,-,-,A,-,-,-,-,-,-,-,-,-,-,-,-,-,A,-,-,-,-,-,-,-,-,-,A,B,-,-,-,-,A,-,-,-,-,-
AA285-Delta=Plus,A,B,-,A,-,A,-,A,-,-,B,-,B,-,B,-,B,-,A,B,-,-,-,B,-,-,-,-,B,A,A,B,-,-,B,-,-,B,B,-,-,A,B,B,-,B,A,-,-,-,B,B,-,A,B,-,-,-,A,-,A,A,B,-,A,-,-,B,-,-,A,A,-,-,B,B,-,B,B,-,B,-,A,-,B,-,-,-,A,A,-,A,-,-,-,B,-,-,-,B,-,-,B,-,-,-,B,-,A,-,A,-,-,-,A,A,-,A,-,A,-,-,B,-,-,B,-,A,-,-,-,-,-,-,-,-,A,-,B,-,A,-,-,B,-,-,A,A,-,A,A,-,-,-,-,B,B,B,-,-,-,A,-,B,-,-,-,-,A,A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,A,B,A,-,-,-,-,-,-,A,-,-,B,-,B,-,A,-,-,-,B,-,-,-,-,-,A,-,-,-,-,A,-,-,-,B,A,-,-,-,-,-,-,-,-,-,-,-,-,A,B,-,-,-,-,-,-,-,-,-,B,A,-,B,-,-,A,-,B,-,-,-
A6802,A,B,-,A,A,A,-,A,-,-,B,-,B,-,B,-,B,-,A,B,-,-,-,B,-,-,-,-,B,A,A,B,-,-,A,-,-,B,B,-,-,A,B,B,-,B,A,-,B,-,B,B,-,A,B,-,-,-,A,-,A,A,A,-,B,B,-,B,-,-,A,A,-,-,B,B,-,A,B,-,B,-,A,-,B,-,-,-,A,B,-,A,-,-,-,B,-,-,-,B,-,-,B,-,-,-,B,-,A,-,A,-,-,-,A,A,-,A,-,A,-,-,B,-,-,B,-,A,-,-,-,-,-,-,-,-,A,-,-,-,A,-,-,B,-,-,A,A,-,A,A,-,-,-,-,B,B,B,-,-,-,A,-,B,-,-,-,-,A,A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,A,B,A,-,-,-,-,-,-,A,-,-,B,-,B,-,A,-,-,-,B,-,-,-,-,-,B,-,-,-,-,A,-,-,-,B,A,-,-,-,-,-,-,-,-,-,-,-,-,A,B,-,-,-,-,-,-,-,-,-,B,A,-,B,-,-,A,-,B,-,-,-
A6800,A,B,-,A,A,A,-,A,-,-,B,-,B,-,B,-,B,-,A,B,-,-,-,B,-,-,-,-,B,A,A,B,-,-,A,-,-,B,B,-,-,A,B,B,-,B,A,-,B,-,B,B,-,A,B,-,-,-,A,-,A,A,A,-,B,B,-,B,-,-,A,A,-,-,B,B,-,A,B,-,B,-,A,-,B,-,-,-,A,B,-,A,-,-,-,B,-,-,-,B,-,-,B,-,-,-,B,-,A,-,A,-,-,-,A,A,-,A,-,A,-,-,B,-,-,B,-,A,-,-,-,-,-,-,-,-,A,-,A,-,A,-,-,B,-,-,A,A,-,A,A,-,-,-,-,B,B,B,-,-,-,A,-,B,-,-,-,-,A,A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,A,B,A,-,-,-,-,-,-,A,-,-,B,-,B,-,A,-,-,-,B,-,-,-,-,-,B,-,-,-,-,A,-,-,-,B,A,-,-,-,-,-,-,-,-,-,-,-,-,A,B,-,-,-,-,-,-,-,-,-,B,A,-,-,-,-,A,-,B,-,-,-
A6801,A,B,-,A,A,A,-,A,-,-,B,-,B,-,B,-,B,-,A,B,-,-,-,B,-,-,-,-,B,A,A,B,-,-,A,-,-,B,B,-,-,A,B,B,-,B,A,-,B,-,B,B,-,A,B,-,-,-,A,-,A,A,A,-,B,B,-,B,-,-,A,A,-,-,B,B,-,B,B,-,B,-,A,-,B,-,-,-,A,B,-,A,-,-,-,B,-,-,-,B,-,-,B,-,-,-,B,-,A,-,A,-,-,-,A,A,-,A,-,A,-,-,B,-,-,B,-,A,-,-,-,-,-,-,-,-,A,-,-,-,A,-,-,B,-,-,A,A,-,A,A,-,-,-,-,B,B,B,-,-,-,A,-,B,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,A,B,A,-,-,-,-,-,-,A,-,-,B,-,B,-,A,-,-,-,B,-,-,-,-,-,B,-,-,-,-,A,-,-,-,-,A,-,-,-,-,-,-,-,-,-,-,-,-,A,B,-,-,-,-,-,-,-,-,-,B,A,-,-,-,-,A,-,B,-,-,-
A6160,A,B,-,A,A,A,-,A,-,-,B,-,B,-,B,-,B,-,A,B,-,-,-,B,-,-,-,-,B,A,A,B,-,-,A,-,-,B,B,-,-,A,B,B,-,B,A,-,B,-,B,B,-,A,B,-,-,-,A,-,A,A,A,-,B,B,-,B,-,-,A,A,-,-,-,B,-,B,B,-,B,-,A,-,B,-,-,-,A,B,-,B,-,-,-,B,-,-,-,B,-,-,B,-,-,-,B,-,A,-,A,-,-,-,A,B,-,A,-,A,-,-,B,-,-,B,-,A,-,-,-,-,-,-,-,-,A,-,B,-,A,-,-,B,-,-,A,A,-,A,A,-,-,-,-,B,B,B,-,-,-,A,-,B,-,-,-,-,A,A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,A,B,A,-,-,-,-,-,-,A,-,-,B,-,B,-,A,-,-,-,B,-,-,-,-,-,B,-,-,-,-,A,-,-,-,B,A,-,-,-,-,-,-,-,-,-,-,-,-,A,B,-,-,-,-,-,-,-,-,-,B,A,-,B,-,-,A,-,B,-,-,-
P628-Hinf-NO HET,A,B,-,-,A,-,-,-,-,-,B,-,-,-,B,-,B,-,A,B,-,-,-,B,-,-,-,-,B,A,A,B,-,-,A,-,-,B,B,-,-,A,B,B,-,B,A,-,B,-,B,B,-,-,B,-,-,-,-,-,A,A,A,-,B,-,-,B,-,-,A,A,-,-,B,B,-,B,B,-,B,-,A,-,B,-,-,-,A,B,-,B,-,-,-,B,-,-,-,B,-,-,B,-,-,-,B,-,A,-,A,-,-,-,A,-,-,-,-,A,-,-,B,-,-,B,-,A,-,-,-,-,-,-,-,-,A,-,-,-,-,-,-,B,-,-,A,A,-,-,-,-,-,-,-,B,B,B,-,-,-,-,-,B,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,B,-,-,-,-,-,-,-,A,-,-,B,-,B,-,A,-,-,-,B,-,-,-,-,-,B,-,-,-,-,A,-,-,-,B,-,-,-,-,-,-,-,-,-,-,-,-,-,-,B,-,-,-,-,-,-,-,-,-,B,-,-,B,-,-,A,-,B,-,-,-
A7837,A,B,-,B,-,A,-,B,-,-,-,-,B,-,-,-,B,-,B,B,-,-,-,B,-,-,-,-,B,A,-,B,-,-,A,-,-,B,B,-,-,A,-,B,-,B,B,-,B,-,B,B,-,A,B,-,-,-,B,-,A,A,A,-,-,B,-,-,-,-,A,B,-,-,A,B,-,B,-,-,B,-,A,-,-,-,-,-,A,B,-,B,-,-,-,B,-,-,-,B,-,-,B,-,-,-,B,-,A,-,A,-,-,-,A,-,-,B,-,A,-,-,B,-,-,B,-,A,-,-,-,-,-,-,-,-,A,-,B,-,A,-,-,B,-,-,B,A,-,A,A,-,-,-,-,B,B,B,-,-,-,B,-,B,-,-,-,-,A,A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,B,B,A,-,-,-,-,-,-,B,-,-,B,-,B,-,A,-,-,-,A,-,-,-,-,-,B,-,-,-,-,B,-,-,-,B,A,-,-,-,-,-,-,-,-,-,-,-,-,B,B,-,-,-,-,-,-,-,-,-,A,A,-,B,-,-,A,-,B,-,-,-
A2100,A,B,-,B,A,A,-,B,-,-,-,-,B,-,A,-,-,-,B,-,-,-,-,B,-,-,-,-,B,A,A,B,-,-,-,-,-,B,A,-,-,A,B,B,-,B,B,-,B,-,B,-,-,-,A,-,-,-,B,-,A,B,A,-,A,-,-,A,-,-,A,B,-,-,A,-,-,B,A,-,B,-,-,-,-,-,-,-,-,B,-,B,-,-,-,-,-,-,-,-,-,-,B,-,-,-,-,-,-,-,-,-,-,-,A,-,-,-,-,B,-,-,-,-,-,B,-,-,-,-,-,-,-,-,-,-,B,-,-,-,-,-,-,B,-,-,A,B,-,-,-,-,-,-,-,-,-,B,-,-,-,-,-,B,-,-,-,-,B,A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,B,-,-,-,-,-,-,-,-,-,-,-,-,A,-,-,-,-,-,A,-,-,-,-,-,B,-,-,-,-,-,-,-,-,B,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,B,-,-,-,-,-,-,B,-,-,-
A5640,A,B,-,B,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,B,-,-,-,-,-,-,-,-,-,A,-,B,-,-,B,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,B,-,-,-,-,-,-,-,-,-,-,B,-,-,-,A,-,-,-,A,-,-,B,-,-,-,A,-,B,-,-,-,-,-,A,B,-,A,-,B,-,-,B,-,-,B,-,B,-,-,-,-,-,-,-,-,B,-,A,-,-,-,-,A,-,-,A,B,-,A,B,-,-,-,-,-,B,B,-,-,-,A,-,B,-,-,-,-,B,B,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,B,B,-,-,-,-,-,-,-,B,-,-,A,-,B,-,A,-,-,-,A,-,-,-,-,-,B,-,-,-,-,A,-,-,-,B,B,-,-,-,-,-,-,-,-,-,-,-,-,A,B,-,-,-,-,-,-,-,-,-,A,B,-,B,-,-,A,-,-,-,-,-
A783,A,B,-,B,A,A,-,-,-,-,B,-,-,-,-,-,B,-,B,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,A,-,-,-,A,-,-,-,-,-,-,-,-,-,B,-,-,-,-,-,-,-,-,-,-,-,A,-,-,-,B,-,-,B,-,-,A,A,-,-,-,B,-,-,B,-,-,-,-,-,-,-,-,-,-,B,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,B,-,-,-,-,-,-,B,-,A,-,B,-,-,B,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,B,A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,B,-,-,-,-,A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,A,B,-,-,-,-,-,-,-,-,-,B,B,-,B,-,-,A,-,B,-,-,-
A5896,A,B,-,-,-,-,-,A,-,-,-,-,A,-,B,-,-,-,A,B,-,-,-,-,-,-,-,-,-,A,A,B,-,-,A,-,-,A,-,-,-,A,-,A,-,-,A,-,B,-,-,-,-,-,-,-,-,-,A,-,-,-,-,-,B,-,-,B,-,-,-,-,-,-,-,-,-,-,-,-,B,-,-,-,-,-,-,-,-,-,-,-,-,-,-,B,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,A,-,-,-,-,-,-,A,-,-,B,-,-,-,-,-,-,-,-,-,-,-,-,-,B,-,-,-,-,-,-,-,-,B,-,-,-,-,-,-,-,-,-,-,-,-,-,A,B,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,A,-,B,-,-,-
A2004,A,B,-,-,A,A,-,A,-,-,-,-,-,-,-,-,B,-,A,B,-,-,-,-,-,-,-,-,B,A,A,-,-,-,A,-,-,-,B,-,-,A,B,-,-,-,A,-,-,-,B,-,-,A,B,-,-,-,A,-,A,A,A,-,-,-,-,-,-,-,A,A,-,-,-,B,-,A,-,-,-,-,A,-,-,-,-,-,A,A,-,B,-,-,-,-,-,-,-,B,-,-,B,-,-,-,B,-,B,-,A,-,-,-,A,B,-,A,-,-,-,-,B,-,-,B,-,A,-,-,-,-,-,-,-,-,A,-,-,-,A,-,-,B,-,-,B,A,-,A,A,-,-,-,-,-,A,-,-,-,-,A,-,B,-,-,-,-,A,A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,A,B,A,-,-,-,-,-,-,A,-,-,B,-,-,-,A,-,-,-,A,-,-,-,-,-,B,-,-,-,-,A,-,-,-,B,A,-,-,-,-,-,-,-,-,-,-,-,-,A,B,-,-,-,-,-,-,-,-,-,B,A,-,-,-,-,A,-,-,-,-,-
A2342,A,B,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,B,-,-,-,-,-,-,-,-,-,-,-,-,-,B,-,-,-,-,-,B,-,-,-,-,B,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,B,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,B,-,-,-,B,-,-,-,B,-,-,B,-,-,-,B,-,B,-,A,-,-,-,-,B,-,A,-,B,-,-,B,-,-,B,-,A,-,-,-,-,-,-,-,-,A,-,-,-,A,-,-,B,-,-,B,A,-,A,-,-,-,-,-,B,-,B,-,-,-,A,-,B,-,-,-,-,A,A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,A,B,A,-,-,-,-,-,-,-,-,-,B,-,B,-,A,-,-,-,A,-,-,-,-,-,B,-,-,-,-,A,-,-,-,B,A,-,-,-,-,-,-,-,-,-,-,-,-,-,B,-,-,-,-,-,-,-,-,-,B,A,-,B,-,-,A,-,B,-,-,-
A9 lg 4 S=A,A,B,-,B,A,A,-,A,-,-,B,-,B,-,B,-,A,-,A,B,-,-,-,B,-,-,-,-,B,A,B,B,-,-,A,-,-,B,B,-,-,A,B,B,-,B,A,-,B,-,B,B,-,A,B,-,-,-,A,-,A,-,A,-,B,B,-,B,-,-,A,A,-,-,B,B,-,A,B,-,B,-,A,-,B,-,-,-,A,A,-,B,-,-,-,B,-,-,-,B,-,-,B,-,-,-,B,-,B,-,A,-,-,-,A,B,-,A,-,B,-,-,B,-,-,B,-,A,-,-,-,-,-,-,-,-,A,-,B,-,A,-,-,B,-,-,B,A,-,A,A,-,-,-,-,B,A,B,-,-,-,A,-,B,-,-,-,-,A,A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,A,B,A,-,-,-,-,-,-,A,-,-,B,-,B,-,A,-,-,-,A,-,-,-,-,-,B,-,-,-,-,A,-,-,-,B,A,-,-,-,-,-,-,-,-,-,-,-,-,A,B,-,-,-,-,-,-,-,-,-,B,A,-,B,-,-,A,-,B,-,-,-
A2343,A,B,-,-,A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,B,-,-,-,-,-,-,-,-,-,-,A,-,-,B,-,-,-,-,-,B,-,-,-,-,B,-,-,-,-,-,-,-,-,-,-,-,-,-,A,-,-,-,-,-,-,-,-,-,-,-,B,-,-,A,-,-,-,-,-,-,-,-,-,-,A,-,-,B,-,-,-,B,-,-,-,B,-,-,B,-,-,-,B,-,-,-,A,-,-,-,A,B,-,A,-,B,-,-,B,-,-,B,-,A,-,-,-,-,-,-,-,-,A,-,-,-,A,-,-,B,-,-,B,A,-,A,A,-,-,-,-,B,A,B,-,-,-,A,-,-,-,-,-,-,A,A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,A,B,A,-,-,-,-,-,-,-,-,-,B,-,B,-,A,-,-,-,A,-,-,-,-,-,B,-,-,-,-,A,-,-,-,B,A,-,-,-,-,-,-,-,-,-,-,-,-,A,B,-,-,-,-,-,-,-,-,-,B,A,-,-,-,-,A,-,B,-,-,-
A1996,A,B,-,B,-,-,-,-,-,-,B,-,B,-,B,-,B,-,-,-,-,-,-,B,-,-,-,-,B,-,-,B,-,-,A,-,-,B,B,-,-,-,B,B,-,B,-,-,B,-,B,B,-,-,-,-,-,-,-,-,A,-,-,-,B,B,-,B,-,-,-,A,-,-,B,B,-,A,B,-,B,-,-,-,B,-,-,-,A,-,-,B,-,-,-,B,-,-,-,B,-,-,B,-,-,-,B,-,B,-,A,-,-,-,A,B,-,A,-,B,-,-,B,-,-,B,-,A,-,-,-,-,-,-,-,-,A,-,B,-,A,-,-,B,-,-,B,-,-,A,A,-,-,-,-,B,A,B,-,-,-,A,-,B,-,-,-,-,A,A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,B,A,-,-,-,-,-,-,A,-,-,B,-,B,-,A,-,-,-,A,-,-,-,-,-,B,-,-,-,-,-,-,-,-,B,A,-,-,-,-,-,-,-,-,-,-,-,-,A,B,-,-,-,-,-,-,-,-,-,B,A,-,-,-,-,-,-,B,-,-,-
A2002,A,B,-,-,A,A,-,-,-,-,-,-,-,-,-,-,B,-,-,B,-,-,-,-,-,-,-,-,B,A,A,-,-,-,A,-,-,-,B,-,-,A,B,-,-,-,A,-,-,-,B,-,-,-,B,-,-,-,A,-,-,A,-,-,-,-,-,-,-,-,-,A,-,-,-,B,-,A,-,-,-,-,-,-,-,-,-,-,A,A,-,B,-,-,-,B,-,-,-,B,-,-,B,-,-,-,B,-,B,-,A,-,-,-,A,B,-,A,-,B,-,-,B,-,-,B,-,A,-,-,-,-,-,-,-,-,A,-,-,-,A,-,-,B,-,-,B,A,-,A,A,-,-,-,-,B,A,B,-,-,-,A,-,B,-,-,-,-,A,A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,A,B,A,-,-,-,-,-,-,A,-,-,B,-,-,-,A,-,-,-,A,-,-,-,-,-,B,-,-,-,-,A,-,-,-,B,A,-,-,-,-,-,-,-,-,-,-,-,-,A,B,-,-,-,-,-,-,-,-,-,B,A,-,-,-,-,A,-,-,-,-,-
A2006,A,B,-,B,A,A,-,A,-,-,B,-,B,-,B,-,B,-,A,B,-,-,-,B,-,-,-,-,B,A,A,B,-,-,A,-,-,B,B,-,-,A,B,B,-,B,A,-,B,-,B,B,-,A,B,-,-,-,A,-,A,A,A,-,B,B,-,B,-,-,A,A,-,-,B,B,-,A,B,-,B,-,A,-,B,-,-,-,A,A,-,B,-,-,-,B,-,-,-,B,-,-,B,-,-,-,B,-,B,-,A,-,-,-,A,B,-,A,-,B,-,-,B,-,-,B,-,A,-,-,-,-,-,-,-,-,A,-,-,-,A,-,-,B,-,-,B,A,-,A,A,-,-,-,-,B,A,B,-,-,-,A,-,B,-,-,-,-,A,A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,A,B,A,-,-,-,-,-,-,A,-,-,B,-,B,-,A,-,-,-,A,-,-,-,-,-,B,-,-,-,-,A,-,-,-,B,A,-,-,-,-,-,-,-,-,-,-,-,-,A,B,-,-,-,-,-,-,-,-,-,B,A,-,-,-,-,A,-,B,-,-,-
A1221,A,B,-,B,A,A,-,A,-,-,B,-,B,-,B,-,B,-,A,B,-,-,-,B,-,-,-,-,B,A,A,B,-,-,A,-,-,B,B,-,-,A,B,B,-,B,A,-,B,-,B,B,-,A,B,-,-,-,A,-,A,A,A,-,B,B,-,B,-,-,A,A,-,-,B,B,-,A,B,-,B,-,A,-,B,-,-,-,A,A,-,B,-,-,-,B,-,-,-,B,-,-,B,-,-,-,B,-,B,-,A,-,-,-,A,B,-,-,-,B,-,-,B,-,-,B,-,A,-,-,-,-,-,-,-,-,A,-,-,-,A,-,-,B,-,-,B,A,-,A,A,-,-,-,-,B,A,B,-,-,-,A,-,B,-,-,-,-,A,A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,A,B,A,-,-,-,-,-,-,A,-,-,B,-,B,-,A,-,-,-,A,-,-,-,-,-,B,-,-,-,-,A,-,-,-,B,A,-,-,-,-,-,-,-,-,-,-,-,-,A,B,-,-,-,-,-,-,-,-,-,B,A,-,-,-,-,A,-,B,-,-,-
A1224,A,B,-,B,A,A,-,A,-,-,B,-,B,-,B,-,B,-,A,B,-,-,-,B,-,-,-,-,B,A,A,B,-,-,A,-,-,B,B,-,-,A,B,B,-,B,A,-,B,-,B,B,-,A,B,-,-,-,A,-,A,A,A,-,B,B,-,B,-,-,A,A,-,-,B,B,-,A,B,-,B,-,A,-,B,-,-,-,A,A,-,B,-,-,-,B,-,-,-,B,-,-,B,-,-,-,B,-,B,-,A,-,-,-,A,B,-,A,-,B,-,-,B,-,-,B,-,A,-,-,-,-,-,-,-,-,-,-,-,-,A,-,-,B,-,-,B,A,-,A,A,-,-,-,-,B,A,B,-,-,-,A,-,B,-,-,-,-,A,A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,B,A,-,-,-,-,-,-,A,-,-,B,-,B,-,A,-,-,-,A,-,-,-,-,-,B,-,-,-,-,A,-,-,-,B,A,-,-,-,-,-,-,-,-,-,-,-,-,A,B,-,-,-,-,-,-,-,-,-,B,A,-,-,-,-,-,-,B,-,-,-
A2012,A,B,-,B,-,A,-,-,-,-,B,-,B,-,B,-,B,-,A,-,-,-,-,B,-,-,-,-,B,-,-,B,-,-,-,-,-,B,B,-,-,A,B,B,-,B,A,-,B,-,B,B,-,-,-,-,-,-,-,-,-,-,-,-,B,B,-,B,-,-,A,A,-,-,B,B,-,A,B,-,B,-,A,-,B,-,-,-,-,-,-,B,-,-,-,B,-,-,-,B,-,-,B,-,-,-,B,-,B,-,A,-,-,-,A,B,-,A,-,B,-,-,B,-,-,B,-,A,-,-,-,-,-,-,-,-,A,-,A,-,A,-,-,B,-,-,B,A,-,A,A,-,-,-,-,B,A,B,-,-,-,A,-,B,-,-,-,-,A,A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,A,B,A,-,-,-,-,-,-,A,-,-,B,-,B,-,A,-,-,-,A,-,-,-,-,-,B,-,-,-,-,A,-,-,-,B,A,-,-,-,-,-,-,-,-,-,-,-,-,A,B,-,-,-,-,-,-,-,-,-,B,A,-,-,-,-,A,-,B,-,-,-
A2008,A,B,-,B,A,A,-,A,-,-,B,-,B,-,B,-,B,-,A,B,-,-,-,B,-,-,-,-,B,A,A,B,-,-,A,-,-,B,B,-,-,A,B,B,-,B,A,-,B,-,B,B,-,A,B,-,-,-,A,-,A,A,A,-,B,B,-,B,-,-,A,A,-,-,B,B,-,A,B,-,B,-,A,-,B,-,-,-,A,A,-,B,-,-,-,B,-,-,-,B,-,-,B,-,-,-,B,-,B,-,A,-,-,-,A,B,-,A,-,B,-,-,B,-,-,B,-,A,-,-,-,-,-,-,-,-,A,-,A,-,A,-,-,B,-,-,B,A,-,A,A,-,-,-,-,B,A,B,-,-,-,A,-,B,-,-,-,-,A,A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,A,B,A,-,-,-,-,-,-,A,-,-,B,-,B,-,A,-,-,-,A,-,-,-,-,-,B,-,-,-,-,A,-,-,-,B,A,-,-,-,-,-,-,-,-,-,-,-,-,A,B,-,-,-,-,-,-,-,-,-,B,A,-,-,-,-,A,-,B,-,-,-
A1223,A,B,-,B,A,A,-,A,-,-,B,-,B,-,B,-,B,-,A,B,-,-,-,B,-,-,-,-,B,A,A,B,-,-,A,-,-,B,B,-,-,A,B,B,-,B,A,-,B,-,B,B,-,A,B,-,-,-,A,-,A,A,A,-,B,B,-,B,-,-,A,A,-,-,B,B,-,A,B,-,B,-,A,-,B,-,-,-,A,A,-,B,-,-,-,B,-,-,-,B,-,-,B,-,-,-,B,-,B,-,A,-,-,-,A,B,-,A,-,B,-,-,B,-,-,B,-,A,-,-,-,-,-,-,-,-,A,-,-,-,A,-,-,B,-,-,B,A,-,A,A,-,-,-,-,B,A,B,-,-,-,A,-,B,-,-,-,-,A,A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,A,B,A,-,-,-,-,-,-,A,-,-,B,-,B,-,A,-,-,-,A,-,-,-,-,-,B,-,-,-,-,A,-,-,-,B,A,-,-,-,-,-,-,-,-,-,-,-,-,A,B,-,-,-,-,-,-,-,-,-,B,A,-,-,-,-,A,-,B,-,-,-
A2007,A,B,-,B,A,A,-,A,-,-,B,-,B,-,B,-,B,-,A,B,-,-,-,B,-,-,-,-,B,A,A,B,-,-,A,-,-,B,B,-,-,A,B,B,-,B,A,-,B,-,B,B,-,A,B,-,-,-,A,-,A,A,A,-,B,B,-,B,-,-,A,A,-,-,B,B,-,A,B,-,B,-,A,-,B,-,-,-,A,A,-,B,-,-,-,B,-,-,-,B,-,-,B,-,-,-,B,-,B,-,A,-,-,-,A,B,-,A,-,B,-,-,B,-,-,B,-,A,-,-,-,-,-,-,-,-,A,-,-,-,A,-,-,B,-,-,B,A,-,A,A,-,-,-,-,B,A,B,-,-,-,A,-,B,-,-,-,-,A,A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,A,B,A,-,-,-,-,-,-,A,-,-,B,-,B,-,A,-,-,-,A,-,-,-,-,-,B,-,-,-,-,A,-,-,-,B,A,-,-,-,-,-,-,-,-,-,-,-,-,A,B,-,-,-,-,-,-,-,-,-,B,A,-,-,-,-,A,-,B,-,-,-
